iteration,topic,domain,method,generator_model,evaluator,user_level,avg_ctr,best_ctr,worst_ctr,median_ctr,std_ctr,pool_size,n_dropped,n_added_explore,n_added_exploit,eval_time_sec,gen_time_sec,sim_time_sec,total_time_sec
2,Petra,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.008,0.0134,0.0042,0.006,0.0038366652186501756,5,1,1,0,11.082,2.681,0.035,13.798
3,Petra,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.008799999999999999,0.012,0.0052,0.01,0.002567489045740994,5,1,1,0,9.676,1.76,0.059,11.495
4,Petra,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.0084,0.0106,0.0058,0.0078,0.0017798876369029594,5,1,1,0,10.378,1.955,0.039,12.371
5,Petra,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00688,0.0102,0.004,0.0066,0.0020341091416145795,5,1,1,0,10.468,3.382,0.037,13.887
6,Petra,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00804,0.013,0.0064,0.0068,0.0024928698321412613,5,1,1,0,10.063,2.165,0.047,12.274
7,Petra,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.006959999999999999,0.0122,0.0036,0.0058,0.0029404761519182575,5,1,1,0,10.21,1.274,0.037,11.521
8,Petra,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.006799999999999999,0.013,0.0044,0.0052,0.0031673332631726643,5,1,1,0,10.04,1.965,0.036,12.041
9,Petra,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.0061200000000000004,0.012,0.004,0.0046,0.0029869047524151153,5,1,1,0,10.512,2.195,0.039,12.747
10,Petra,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.008,0.0136,0.006,0.0072,0.0028509647489928735,5,1,1,0,10.493,1.731,0.037,12.261
11,Petra,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.0074800000000000005,0.0114,0.0036,0.0084,0.0027643444069073595,5,1,1,0,10.658,1.983,0.042,12.682
