domain,method,topic,iteration,ctr
ecommerce,full_ctr,TV Antennas,7,0.0054399999999999995
ecommerce,full_ctr,TV Antennas,8,0.005
ecommerce,full_ctr,TV Antennas,9,0.00476
ecommerce,full_ctr,TV Antennas,10,0.00436
ecommerce,full_ctr,TV Antennas,11,0.005
ecommerce,full_ctr,TV Antennas,12,0.005599999999999999
ecommerce,full_ctr,TV Antennas,13,0.00468
ecommerce,full_ctr,TV Antennas,14,0.00488
ecommerce,full_ctr,Wall Plates,0,0.00572
ecommerce,full_ctr,Wall Plates,1,0.00636
ecommerce,full_ctr,Wall Plates,2,0.006840000000000001
ecommerce,full_ctr,Wall Plates,3,0.00828
ecommerce,full_ctr,Wall Plates,4,0.006
ecommerce,full_ctr,Wall Plates,5,0.006840000000000001
ecommerce,full_ctr,Wall Plates,6,0.00712
ecommerce,full_ctr,Wall Plates,7,0.00716
ecommerce,full_ctr,Wall Plates,8,0.0064
ecommerce,full_ctr,Wall Plates,9,0.0062
ecommerce,full_ctr,Wall Plates,10,0.00612
ecommerce,full_ctr,Wall Plates,11,0.0067599999999999995
ecommerce,full_ctr,Wall Plates,12,0.0067599999999999995
ecommerce,full_ctr,Wall Plates,13,0.00652
ecommerce,full_ctr,Wall Plates,14,0.00708
ecommerce,full_ctr,__MEAN__,0,0.005384
ecommerce,full_ctr,__MEAN__,1,0.006044
ecommerce,full_ctr,__MEAN__,2,0.00698
ecommerce,full_ctr,__MEAN__,3,0.007532
ecommerce,full_ctr,__MEAN__,4,0.006307999999999999
ecommerce,full_ctr,__MEAN__,5,0.00614
ecommerce,full_ctr,__MEAN__,6,0.006868000000000001
ecommerce,full_ctr,__MEAN__,7,0.006867999999999999
ecommerce,full_ctr,__MEAN__,8,0.006383999999999999
ecommerce,full_ctr,__MEAN__,9,0.006404
ecommerce,full_ctr,__MEAN__,10,0.0064
ecommerce,full_ctr,__MEAN__,11,0.006855999999999999
ecommerce,full_ctr,__MEAN__,12,0.0072959999999999995
ecommerce,full_ctr,__MEAN__,13,0.00688
ecommerce,full_ctr,__MEAN__,14,0.0066960000000000006
ecommerce,explore_exploit,Area Rugs,0,0.0064
ecommerce,explore_exploit,Area Rugs,1,0.007200000000000001
ecommerce,explore_exploit,Area Rugs,2,0.00836
ecommerce,explore_exploit,Area Rugs,3,0.00884
ecommerce,explore_exploit,Area Rugs,4,0.00792
ecommerce,explore_exploit,Area Rugs,5,0.00772
ecommerce,explore_exploit,Area Rugs,6,0.00816
ecommerce,explore_exploit,Area Rugs,7,0.00836
ecommerce,explore_exploit,Area Rugs,8,0.00712
ecommerce,explore_exploit,Area Rugs,9,0.007719999999999999
ecommerce,explore_exploit,Area Rugs,10,0.00828
ecommerce,explore_exploit,Area Rugs,11,0.0094
ecommerce,explore_exploit,Area Rugs,12,0.008879999999999999
ecommerce,explore_exploit,Area Rugs,13,0.008360000000000001
ecommerce,explore_exploit,Area Rugs,14,0.00856
ecommerce,explore_exploit,Coaxial Cables,0,0.0038
ecommerce,explore_exploit,Coaxial Cables,1,0.004679999999999999
ecommerce,explore_exploit,Coaxial Cables,2,0.00544
ecommerce,explore_exploit,Coaxial Cables,3,0.00588
ecommerce,explore_exploit,Coaxial Cables,4,0.00456
ecommerce,explore_exploit,Coaxial Cables,5,0.004
ecommerce,explore_exploit,Coaxial Cables,6,0.00496
ecommerce,explore_exploit,Coaxial Cables,7,0.0047599999999999995
ecommerce,explore_exploit,Coaxial Cables,8,0.0044399999999999995
ecommerce,explore_exploit,Coaxial Cables,9,0.00456
ecommerce,explore_exploit,Coaxial Cables,10,0.004919999999999999
ecommerce,explore_exploit,Coaxial Cables,11,0.00588
ecommerce,explore_exploit,Coaxial Cables,12,0.006719999999999999
ecommerce,explore_exploit,Coaxial Cables,13,0.00472
ecommerce,explore_exploit,Coaxial Cables,14,0.00592
ecommerce,explore_exploit,Cookware Sets,0,0.005719999999999999
ecommerce,explore_exploit,Cookware Sets,1,0.0064399999999999995
ecommerce,explore_exploit,Cookware Sets,2,0.0074800000000000005
ecommerce,explore_exploit,Cookware Sets,3,0.007520000000000001
ecommerce,explore_exploit,Cookware Sets,4,0.00732
ecommerce,explore_exploit,Cookware Sets,5,0.006240000000000001
ecommerce,explore_exploit,Cookware Sets,6,0.007520000000000001
ecommerce,explore_exploit,Cookware Sets,7,0.007000000000000001
ecommerce,explore_exploit,Cookware Sets,8,0.00708
ecommerce,explore_exploit,Cookware Sets,9,0.00652
ecommerce,explore_exploit,Cookware Sets,10,0.00692
ecommerce,explore_exploit,Cookware Sets,11,0.00808
ecommerce,explore_exploit,Cookware Sets,12,0.008639999999999998
ecommerce,explore_exploit,Cookware Sets,13,0.00808
ecommerce,explore_exploit,Cookware Sets,14,0.00808
ecommerce,explore_exploit,DVI,0,0.0026000000000000003
ecommerce,explore_exploit,DVI,1,0.00352
ecommerce,explore_exploit,DVI,2,0.0048000000000000004
ecommerce,explore_exploit,DVI,3,0.006599999999999999
ecommerce,explore_exploit,DVI,4,0.004
ecommerce,explore_exploit,DVI,5,0.0034000000000000002
ecommerce,explore_exploit,DVI,6,0.004280000000000001
ecommerce,explore_exploit,DVI,7,0.00456
ecommerce,explore_exploit,DVI,8,0.00464
ecommerce,explore_exploit,DVI,9,0.0050799999999999994
ecommerce,explore_exploit,DVI,10,0.004520000000000001
ecommerce,explore_exploit,DVI,11,0.004360000000000001
ecommerce,explore_exploit,DVI,12,0.00524
ecommerce,explore_exploit,DVI,13,0.004999999999999999
ecommerce,explore_exploit,DVI,14,0.00424
ecommerce,explore_exploit,Kitchen Sinks,0,0.0094
ecommerce,explore_exploit,Kitchen Sinks,1,0.00984
ecommerce,explore_exploit,Kitchen Sinks,2,0.010920000000000001
ecommerce,explore_exploit,Kitchen Sinks,3,0.01132
ecommerce,explore_exploit,Kitchen Sinks,4,0.00988
ecommerce,explore_exploit,Kitchen Sinks,5,0.010400000000000001
ecommerce,explore_exploit,Kitchen Sinks,6,0.011839999999999998
ecommerce,explore_exploit,Kitchen Sinks,7,0.012759999999999999
ecommerce,explore_exploit,Kitchen Sinks,8,0.011039999999999998
ecommerce,explore_exploit,Kitchen Sinks,9,0.012559999999999998
ecommerce,explore_exploit,Kitchen Sinks,10,0.01116
ecommerce,explore_exploit,Kitchen Sinks,11,0.01148
ecommerce,explore_exploit,Kitchen Sinks,12,0.012399999999999998
ecommerce,explore_exploit,Kitchen Sinks,13,0.012320000000000001
ecommerce,explore_exploit,Kitchen Sinks,14,0.01136
ecommerce,explore_exploit,Lighting Cables,0,0.00468
ecommerce,explore_exploit,Lighting Cables,1,0.0051199999999999996
ecommerce,explore_exploit,Lighting Cables,2,0.006040000000000001
ecommerce,explore_exploit,Lighting Cables,3,0.00588
ecommerce,explore_exploit,Lighting Cables,4,0.00532
ecommerce,explore_exploit,Lighting Cables,5,0.005
ecommerce,explore_exploit,Lighting Cables,6,0.005600000000000001
ecommerce,explore_exploit,Lighting Cables,7,0.006039999999999999
ecommerce,explore_exploit,Lighting Cables,8,0.005199999999999999
ecommerce,explore_exploit,Lighting Cables,9,0.00504
ecommerce,explore_exploit,Lighting Cables,10,0.00596
ecommerce,explore_exploit,Lighting Cables,11,0.005560000000000001
ecommerce,explore_exploit,Lighting Cables,12,0.00636
ecommerce,explore_exploit,Lighting Cables,13,0.006359999999999999
ecommerce,explore_exploit,Lighting Cables,14,0.005520000000000001
ecommerce,explore_exploit,Measuring Tools & Scales,0,0.005520000000000001
ecommerce,explore_exploit,Measuring Tools & Scales,1,0.0058
ecommerce,explore_exploit,Measuring Tools & Scales,2,0.00648
ecommerce,explore_exploit,Measuring Tools & Scales,3,0.0072
ecommerce,explore_exploit,Measuring Tools & Scales,4,0.0066
ecommerce,explore_exploit,Measuring Tools & Scales,5,0.00596
ecommerce,explore_exploit,Measuring Tools & Scales,6,0.007000000000000001
ecommerce,explore_exploit,Measuring Tools & Scales,7,0.00624
ecommerce,explore_exploit,Measuring Tools & Scales,8,0.005840000000000001
ecommerce,explore_exploit,Measuring Tools & Scales,9,0.006240000000000001
ecommerce,explore_exploit,Measuring Tools & Scales,10,0.00664
ecommerce,explore_exploit,Measuring Tools & Scales,11,0.007000000000000001
ecommerce,explore_exploit,Measuring Tools & Scales,12,0.00708
ecommerce,explore_exploit,Measuring Tools & Scales,13,0.0064399999999999995
ecommerce,explore_exploit,Measuring Tools & Scales,14,0.006840000000000001
ecommerce,explore_exploit,Spray Bottles,0,0.00688
ecommerce,explore_exploit,Spray Bottles,1,0.00804
ecommerce,explore_exploit,Spray Bottles,2,0.00852
ecommerce,explore_exploit,Spray Bottles,3,0.00868
ecommerce,explore_exploit,Spray Bottles,4,0.0074399999999999996
ecommerce,explore_exploit,Spray Bottles,5,0.00732
ecommerce,explore_exploit,Spray Bottles,6,0.00756
ecommerce,explore_exploit,Spray Bottles,7,0.00864
ecommerce,explore_exploit,Spray Bottles,8,0.008679999999999998
ecommerce,explore_exploit,Spray Bottles,9,0.0076
ecommerce,explore_exploit,Spray Bottles,10,0.00812
ecommerce,explore_exploit,Spray Bottles,11,0.00728
ecommerce,explore_exploit,Spray Bottles,12,0.00804
ecommerce,explore_exploit,Spray Bottles,13,0.00792
ecommerce,explore_exploit,Spray Bottles,14,0.007279999999999999
ecommerce,explore_exploit,TV Antennas,0,0.00312
ecommerce,explore_exploit,TV Antennas,1,0.00332
ecommerce,explore_exploit,TV Antennas,2,0.00484
ecommerce,explore_exploit,TV Antennas,3,0.005200000000000001
ecommerce,explore_exploit,TV Antennas,4,0.00468
ecommerce,explore_exploit,TV Antennas,5,0.00444
ecommerce,explore_exploit,TV Antennas,6,0.00596
ecommerce,explore_exploit,TV Antennas,7,0.0054800000000000005
ecommerce,explore_exploit,TV Antennas,8,0.00524
ecommerce,explore_exploit,TV Antennas,9,0.0050799999999999994
ecommerce,explore_exploit,TV Antennas,10,0.0048000000000000004
ecommerce,explore_exploit,TV Antennas,11,0.0050799999999999994
ecommerce,explore_exploit,TV Antennas,12,0.00592
ecommerce,explore_exploit,TV Antennas,13,0.004880000000000001
ecommerce,explore_exploit,TV Antennas,14,0.004920000000000001
ecommerce,explore_exploit,Wall Plates,0,0.00572
ecommerce,explore_exploit,Wall Plates,1,0.00636
ecommerce,explore_exploit,Wall Plates,2,0.006840000000000001
ecommerce,explore_exploit,Wall Plates,3,0.00836
ecommerce,explore_exploit,Wall Plates,4,0.00608
ecommerce,explore_exploit,Wall Plates,5,0.00688
ecommerce,explore_exploit,Wall Plates,6,0.00648
ecommerce,explore_exploit,Wall Plates,7,0.0064
ecommerce,explore_exploit,Wall Plates,8,0.0062
ecommerce,explore_exploit,Wall Plates,9,0.0064
ecommerce,explore_exploit,Wall Plates,10,0.00636
ecommerce,explore_exploit,Wall Plates,11,0.00728
ecommerce,explore_exploit,Wall Plates,12,0.007680000000000001
ecommerce,explore_exploit,Wall Plates,13,0.006520000000000001
ecommerce,explore_exploit,Wall Plates,14,0.006559999999999999
ecommerce,explore_exploit,__MEAN__,0,0.005384
ecommerce,explore_exploit,__MEAN__,1,0.006032
ecommerce,explore_exploit,__MEAN__,2,0.006972000000000001
ecommerce,explore_exploit,__MEAN__,3,0.007548000000000001
ecommerce,explore_exploit,__MEAN__,4,0.006379999999999999
ecommerce,explore_exploit,__MEAN__,5,0.006136000000000001
ecommerce,explore_exploit,__MEAN__,6,0.006936
ecommerce,explore_exploit,__MEAN__,7,0.007024
ecommerce,explore_exploit,__MEAN__,8,0.006548
ecommerce,explore_exploit,__MEAN__,9,0.00668
ecommerce,explore_exploit,__MEAN__,10,0.006768000000000001
ecommerce,explore_exploit,__MEAN__,11,0.0071400000000000005
ecommerce,explore_exploit,__MEAN__,12,0.007696
ecommerce,explore_exploit,__MEAN__,13,0.0070599999999999994
ecommerce,explore_exploit,__MEAN__,14,0.006927999999999999
