iteration,topic,domain,method,generator_model,evaluator,user_level,avg_ctr,best_ctr,worst_ctr,median_ctr,std_ctr,pool_size,n_dropped,n_added_explore,n_added_exploit,eval_time_sec,gen_time_sec,sim_time_sec,total_time_sec
8,Petra,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00912,0.014,0.0054,0.0074,0.0034999428566763776,5,1,1,0,13.098,2.259,0.059,15.416
9,Petra,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00912,0.0128,0.005,0.0076,0.003140955268704093,5,1,1,0,11.981,2.313,0.038,14.333
10,Petra,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.008,0.013,0.0034,0.0066,0.0034409301068170505,5,1,1,0,11.619,2.436,0.049,14.105
11,Petra,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.009600000000000001,0.0152,0.005,0.0078,0.0037884033576165038,5,1,1,0,11.115,1.646,0.045,12.806
12,Petra,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01008,0.0142,0.0066,0.0086,0.00318898102847916,5,1,1,0,11.138,1.896,0.039,13.072
13,Petra,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01012,0.0142,0.0056,0.0094,0.0034654869787664765,5,1,1,0,11.086,3.797,0.038,14.92
14,Petra,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00788,0.0108,0.0056,0.0072,0.002145134028446708,5,1,1,0,10.821,2.883,0.049,13.753
0,Ketogenic diet,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.0067599999999999995,0.0094,0.004,0.0072,0.0017636326148038881,5,1,1,0,13.313,2.187,0.038,15.538
1,Ketogenic diet,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.006559999999999999,0.0078,0.0056,0.0066,0.0008039900496896712,5,1,1,0,12.432,1.985,0.038,14.455
2,Ketogenic diet,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00776,0.0112,0.0058,0.0076,0.0019074590428106181,5,1,1,0,13.061,1.796,0.048,14.906
3,Ketogenic diet,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00512,0.0064,0.0036,0.005,0.0009173875952943774,5,1,1,0,13.805,2.377,0.048,16.229
4,Ketogenic diet,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00808,0.013,0.0048,0.0072,0.002720588171701112,5,1,1,0,13.446,3.65,0.041,17.137
5,Ketogenic diet,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00464,0.0066,0.0026,0.0046,0.00128,5,1,1,0,12.463,2.03,0.036,14.53
6,Ketogenic diet,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00528,0.0058,0.004,0.0058,0.0007110555533852468,5,1,1,0,13.326,2.387,0.038,15.752
7,Ketogenic diet,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.0064399999999999995,0.0076,0.0048,0.007,0.0011271202242884297,5,1,1,0,12.973,2.366,0.051,15.39
8,Ketogenic diet,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00688,0.0088,0.006,0.0066,0.0010007996802557444,5,1,1,0,13.047,5.421,0.048,18.516
9,Ketogenic diet,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00776,0.0096,0.0054,0.0086,0.001651181395244023,5,1,1,0,12.392,1.953,0.038,14.383
10,Ketogenic diet,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00736,0.0094,0.006,0.0074,0.0011825396399275587,5,1,1,0,12.804,2.164,0.039,15.007
11,Ketogenic diet,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00668,0.0078,0.0056,0.0068,0.0007959899496852958,5,1,1,0,12.725,2.432,0.034,15.192
12,Ketogenic diet,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00688,0.0094,0.005,0.0064,0.0014455448799674123,5,1,1,0,13.127,2.033,0.042,15.202
13,Ketogenic diet,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00636,0.0092,0.0048,0.0056,0.001601998751560063,5,1,1,0,13.254,1.921,0.041,15.217
14,Ketogenic diet,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.006560000000000001,0.0074,0.0054,0.0066,0.0006499230723708768,5,1,1,0,14.023,2.064,0.044,16.131
